CustomerID,Name,Age,Gender,State,Genre,Format,Device,Viewing_Frequency,Total_Viewing_Time,Plan,Monthly_Cost,Duration,Rating
2307,Hadassah Onyeama,71,Female,Katsina,Cartoons,Live-Events,Tv-App,8,429383,Premium,5000,2,4
2308,Lana Olonisakin,47,Female,Taraba,Talk-Shows,TV-Shows,Decoder,10,425188,Premium,5000,11,2
2309,Tyrone Adejuyigbe,26,Female,Zamfara,Religion,Live-Events,Tv-App,3,273942,Premium,5000,10,3
2310,Lila Aderemi,24,Female,Kwara,Music,Live-Events,Browser,1,354220,Premium,5000,6,1
2311,Audra Onyeama,48,Female,Zamfara,Action,Live-Events,Browser,6,491013,Premium,5000,8,4
2312,Madeline Okojie,44,Female,Bayelsa,Reality,Live-Events,Tv-App,7,337286,Premium,5000,2,4
2313,Colin Aderemi,63,Female,Ogun,Sports,Live-Events,Decoder,0,202489,Basic,2500,6,3
2314,Upton Sofoluwe,28,Female,Delta,Comedy,Live-Events,Tv-App,8,296029,Basic,2500,5,4
2315,Chantale Olaoye,49,Female,Benue,Sports,TV-Shows,Browser,0,260621,Premium,5000,11,2
2316,Germane Oteh,74,Female,Jigawa,Cartoons,Live-Events,Tv-App,2,372528,Basic,2500,11,2
2317,Blake Aladefa,47,Female,Taraba,Reality,Live-Events,Decoder,8,548511,Premium,5000,7,2
2318,Octavius Aremu,37,Female,Akwa,Comedy,Live-Events,Mobile-App,8,159991,Elite,10000,8,2
2319,Teagan Buraimoh,36,Female,Bauchi,Drama,TV-Shows,Tv-App,9,275156,Premium,5000,3,3
2320,Yoshio Adarabioyo,73,Female,Ebonyi,Drama,Live-Events,Decoder,5,313038,Premium,5000,4,2
2321,Nero Olonisakin,41,Female,Kano,News,TV-Shows,Mobile-App,3,544849,Premium,5000,7,3
2322,Evelyn Maikori,65,Female,Yobe,Religion,Live-Events,Tv-App,11,51290,Basic,2500,9,2
2323,Wyatt Ayanbadejo,45,Female,Kwara,Reality,Live-Events,Tv-App,3,594254,Basic,2500,9,5
2324,Galena Ayanbadejo,47,Female,Gombe,Documentaries,TV-Shows,Decoder,5,18146,Elite,10000,2,5
2325,Gray Fuwape,20,Female,Imo,Music,TV-Shows,Mobile-App,8,254740,Premium,5000,2,1
2326,Eagan Ameobi,38,Female,Bauchi,News,Live-Events,Decoder,6,461797,Premium,5000,10,1
2327,Alfreda Abadaki,47,Female,Bauchi,News,Live-Events,Decoder,8,118361,Basic,2500,3,4
2328,Perry Aderemi,46,Female,Katsina,Cartoons,TV-Shows,Tv-App,4,228118,Basic,2500,12,4
2329,Wallace Fuwape,32,Female,Cross,Drama,Live-Events,Tv-App,6,475967,Premium,5000,11,3
2330,Rama Ihemeje,46,Female,Niger,Cartoons,TV-Shows,Decoder,4,421338,Elite,10000,5,4
2331,Veda Umelo,60,Female,Adamawa,Talk-Shows,Live-Events,Decoder,8,578614,Premium,5000,7,4
2332,Ali Adeniran,26,Female,Plateau,Comedy,Live-Events,Tv-App,1,292295,Premium,5000,2,4
2333,Lucius Aderemi,20,Female,Niger,Comedy,Live-Events,Tv-App,1,203650,Elite,10000,6,3
2334,Leroy Ogedegbe,71,Female,Kwara,Sports,Live-Events,Browser,11,324449,Elite,10000,8,2
2335,Ulric Onoja,47,Female,Ibom,News,TV-Shows,Decoder,6,90042,Premium,5000,3,4
2336,Juliet Adewusi,50,Female,Niger,Comedy,Live-Events,Decoder,0,204830,Premium,5000,12,2
2337,Nola Ameobi,71,Female,Rivers,Sports,TV-Shows,Decoder,2,82338,Basic,2500,6,2
2338,Nigel Nwakaeme,65,Female,Yobe,Sports,TV-Shows,Tv-App,11,414246,Premium,5000,5,4
2339,Urielle Idonije,21,Female,Oyo,Documentaries,Live-Events,Browser,3,580958,Basic,2500,7,1
2340,Drake Olaoye,74,Female,Enugu,Comedy,Live-Events,Decoder,8,187618,Premium,5000,12,1
2341,Serina Adewumi,73,Female,Kogi,Comedy,TV-Shows,Decoder,10,503255,Basic,2500,5,4
2342,Zenaida Buraimoh,35,Female,Rivers,Documentaries,TV-Shows,Tv-App,6,271765,Premium,5000,4,5
2343,Kaseem Idonije,60,Female,Osun,Music,Live-Events,Tv-App,10,477585,Basic,2500,4,1
2344,Montana Adarabioyo,30,Female,Akwa,Music,TV-Shows,Tv-App,6,569812,Premium,5000,6,2
2345,Paki Ogedegbe,52,Female,Rivers,Documentaries,Live-Events,Decoder,10,142985,Premium,5000,4,2
2346,Lester Abadaki,59,Female,Ebonyi,Action,Live-Events,Browser,1,572909,Basic,2500,11,3
2347,Hunter Abagun,39,Female,Enugu,Reality,Live-Events,Tv-App,9,368421,Elite,10000,4,2
2348,Laura Ogunode,57,Female,Ebonyi,News,Live-Events,Decoder,7,570217,Premium,5000,3,2
2349,Acton Ameobi,21,Female,Kano,Music,TV-Shows,Decoder,4,564714,Premium,5000,3,3
2350,Mason Bakare,41,Female,Plateau,Sports,TV-Shows,Tv-App,3,285526,Elite,10000,4,2
2351,Bernard Bakare,53,Female,Kebbi,Action,Live-Events,Tv-App,4,164243,Elite,10000,5,2
2352,Hedy Sofoluwe,40,Female,Kogi,Action,Live-Events,Tv-App,4,295076,Premium,5000,10,1
2353,Alden Ibekwe,34,Female,River,Music,TV-Shows,Browser,3,323130,Premium,5000,12,4
2354,Hermione Buraimoh,37,Female,Osun,Reality,TV-Shows,Decoder,0,398636,Basic,2500,6,2
2355,Emerson Ihemeje,56,Female,Nasarawa,Cartoons,Live-Events,Mobile-App,11,593023,Elite,10000,1,4
2356,Felicia Ibekwe,30,Female,Ondo,Documentaries,TV-Shows,Decoder,6,78100,Basic,2500,11,4
2357,Michelle Olunloyo,42,Female,Abia,Comedy,TV-Shows,Browser,7,163902,Basic,2500,7,2
2358,Cole Ogedegbe,23,Female,Akwa,Music,TV-Shows,Tv-App,10,52486,Premium,5000,5,2
2359,Gwendolyn Daramola,44,Female,Enugu,Reality,TV-Shows,Mobile-App,9,471450,Premium,5000,6,3
2360,Ariana Ameobi,64,Female,Bayelsa,Comedy,TV-Shows,Decoder,9,100313,Premium,5000,9,5
2361,Mira Adewusi,46,Female,Gombe,Documentaries,TV-Shows,Mobile-App,5,420375,Premium,5000,3,5
2362,Kenyon Adeniran,35,Female,Jigawa,Action,Live-Events,Decoder,10,351374,Premium,5000,4,3
2363,Signe Bakare,42,Female,Sokoto,Cartoons,Live-Events,Decoder,3,81742,Premium,5000,10,3
2364,Dexter Olonisakin,31,Female,Enugu,Comedy,Live-Events,Mobile-App,9,365732,Premium,5000,8,2
2365,Kato Daramola,37,Female,River,Music,TV-Shows,Tv-App,9,17230,Premium,5000,5,3
2366,Aline Anjorin,47,Female,Edo,Comedy,Live-Events,Tv-App,11,478864,Premium,5000,9,5
2367,Rhonda Oliha,19,Female,Yobe,Music,TV-Shows,Browser,8,506489,Premium,5000,6,4
2368,Rafael Abaribe,69,Female,Katsina,Talk-Shows,TV-Shows,Mobile-App,9,56858,Elite,10000,11,3
2369,Rhoda Ajudua,27,Female,Taraba,Cartoons,Live-Events,Tv-App,7,545166,Elite,10000,6,1
2370,Nehru Igbinoghene,44,Female,Borno,Comedy,Live-Events,Browser,11,523257,Premium,5000,6,2
2371,Tanner Adewumi,20,Female,Sokoto,Music,TV-Shows,Decoder,11,277038,Elite,10000,12,5
2372,Tashya Maikori,34,Female,Akwa,Cartoons,Live-Events,Decoder,4,364245,Premium,5000,3,2
2373,Mona Nwakaeme,27,Female,Imo,Talk-Shows,TV-Shows,Browser,0,490920,Premium,5000,5,3
2374,Hermione Idonije,74,Female,Ebonyi,Music,Live-Events,Decoder,8,453140,Basic,2500,4,3
2375,Robin Onyeama,53,Female,Jigawa,Action,TV-Shows,Tv-App,5,190478,Premium,5000,2,2
2376,Kennedy Ogunode,25,Female,Abia,Documentaries,TV-Shows,Tv-App,1,78900,Premium,5000,11,3
2377,Iola Idonije,59,Female,Ondo,Cartoons,TV-Shows,Tv-App,5,516547,Premium,5000,5,5
2378,Aiko Sofoluwe,27,Female,Sokoto,Talk-Shows,TV-Shows,Browser,10,172633,Premium,5000,11,4
2379,Zeph Ogedegbe,31,Female,Nasarawa,News,TV-Shows,Tv-App,5,527316,Elite,10000,4,2
2380,Colette Daramola,56,Female,Adamawa,Documentaries,TV-Shows,Mobile-App,4,29979,Premium,5000,11,4
2381,Raja Adewumi,18,Female,Yobe,Religion,TV-Shows,Decoder,0,398364,Elite,10000,10,2
2382,Noelani Coker,38,Female,Nasarawa,Comedy,Live-Events,Browser,6,292666,Premium,5000,9,1
2383,Wylie Osakwe,42,Female,Imo,Reality,Live-Events,Mobile-App,9,182684,Premium,5000,1,4
2384,Garth Aladefa,63,Female,Kogi,Comedy,Live-Events,Tv-App,1,63244,Elite,10000,11,3
2385,Gregory Sofoluwe,28,Female,Kaduna,Documentaries,TV-Shows,Decoder,4,125422,Elite,10000,1,3
2386,Allistair Anjorin,74,Female,Kebbi,Talk-Shows,Live-Events,Decoder,2,164626,Elite,10000,4,4
2387,Joel Abaribe,55,Female,Benue,Music,Live-Events,Tv-App,2,511577,Elite,10000,11,4
2388,Colorado Makinde,55,Female,Katsina,Sports,TV-Shows,Mobile-App,0,17568,Elite,10000,10,4
2389,Margaret Onyeama,53,Female,Cross,Action,Live-Events,Decoder,5,500312,Basic,2500,8,1
2390,Stephen Ihemeje,36,Female,Nasarawa,Reality,TV-Shows,Mobile-App,0,426003,Premium,5000,12,2
2391,Joshua Buraimoh,34,Female,Osun,Comedy,Live-Events,Browser,4,108506,Premium,5000,7,4
2392,Chiquita Ayanbadejo,52,Female,Cross,Talk-Shows,TV-Shows,Tv-App,5,96219,Elite,10000,5,4
2393,Adele Adarabioyo,54,Female,Adamawa,Cartoons,Live-Events,Tv-App,9,188546,Basic,2500,2,2
2394,Breanna Bakare,24,Female,Gombe,Music,Live-Events,Tv-App,6,588666,Basic,2500,9,5
2395,George Idonije,58,Female,Imo,Sports,TV-Shows,Mobile-App,1,364349,Elite,10000,4,5
2396,Carissa Igbinoghene,38,Female,Adamawa,Comedy,TV-Shows,Tv-App,8,26542,Premium,5000,9,4
2397,Brandon Laouali,32,Female,Adamawa,Talk-Shows,Live-Events,Decoder,8,204334,Premium,5000,5,3
2398,Yen Ajudua,25,Female,Kogi,Talk-Shows,Live-Events,Mobile-App,2,294684,Premium,5000,11,1
2399,Lynn Coker,33,Female,Cross,Comedy,TV-Shows,Decoder,1,561661,Basic,2500,2,3
2400,Kadeem Adewumi,71,Female,Bauchi,Sports,Live-Events,Decoder,0,598095,Basic,2500,4,3
2401,Camden Abadaki,27,Female,Anambra,Reality,Live-Events,Tv-App,0,16441,Basic,2500,10,4
2402,Wing Aneke,45,Female,Ebonyi,Documentaries,TV-Shows,Decoder,10,414409,Elite,10000,6,4
2403,Stephanie Aremu,24,Female,Rivers,Comedy,Live-Events,Decoder,9,468184,Elite,10000,9,2
2404,Ashton Balarabe,42,Female,Plateau,Documentaries,TV-Shows,Decoder,1,404365,Premium,5000,7,1
2405,Derek Adewumi,56,Female,Borno,Reality,Live-Events,Tv-App,1,398607,Premium,5000,3,1
2406,Austin Adejuyigbe,73,Female,River,Documentaries,Live-Events,Tv-App,11,186063,Premium,5000,2,1
2407,Lara Olunloyo,50,Female,Yobe,Drama,TV-Shows,Decoder,2,425804,Elite,10000,12,1
2408,Salvador Anjorin,21,Female,Adamawa,Documentaries,Live-Events,Tv-App,5,394859,Premium,5000,4,5
2409,Tasha Coker,68,Female,Nasarawa,Documentaries,TV-Shows,Decoder,7,332402,Basic,2500,1,4
2410,Ria Adejuyigbe,52,Female,Kogi,Talk-Shows,Live-Events,Decoder,4,439013,Premium,5000,6,5
2411,Ava Coker,24,Female,Ibom,Reality,TV-Shows,Tv-App,8,484695,Basic,2500,2,1
2412,Amanda Ogedegbe,26,Female,Lagos,Religion,TV-Shows,Browser,8,584591,Elite,10000,10,4
2413,Zoe Adewusi,33,Female,Plateau,Documentaries,TV-Shows,Decoder,3,602989,Elite,10000,8,5
2414,Courtney Buraimoh,43,Female,Oyo,Action,Live-Events,Decoder,3,81401,Elite,10000,2,3
2415,Gray Adeniran,20,Female,Ibom,Sports,TV-Shows,Browser,1,278554,Premium,5000,4,4
2416,Drake Chibuzor,37,Female,Ondo,Reality,Live-Events,Mobile-App,0,523492,Basic,2500,7,2
2417,Harlan Udoka,72,Female,Bayelsa,Cartoons,TV-Shows,Tv-App,10,301827,Elite,10000,11,4
2418,Amity Adeniran,48,Female,Osun,Music,Live-Events,Tv-App,1,108805,Premium,5000,7,3
2419,Theodore Ogedegbe,37,Female,Yobe,Comedy,Live-Events,Decoder,5,324980,Premium,5000,8,2
2420,Kasimir Nwakaeme,30,Female,Kogi,Reality,TV-Shows,Browser,8,43936,Premium,5000,5,1
2421,Maxwell Coker,56,Female,Benue,Music,TV-Shows,Tv-App,7,21454,Elite,10000,7,5
2422,Aurelia Abaribe,36,Female,Imo,Comedy,TV-Shows,Browser,9,251659,Premium,5000,10,1
2423,Hyatt Adewusi,40,Female,Jigawa,Cartoons,TV-Shows,Decoder,4,201398,Premium,5000,3,1
2424,Brynn Olaoye,23,Female,Oyo,Comedy,TV-Shows,Decoder,7,462255,Basic,2500,7,3
2425,Gregory Igbinoghene,67,Female,Benue,Talk-Shows,Live-Events,Mobile-App,0,415792,Elite,10000,9,2
2426,Gemma Onoja,72,Female,Rivers,Music,Live-Events,Tv-App,1,18424,Elite,10000,1,4
2427,Pearl Nwakaeme,68,Female,Enugu,Action,TV-Shows,Tv-App,11,78432,Basic,2500,11,4
2428,Jenette Daramola,57,Female,Rivers,Drama,Live-Events,Tv-App,2,139756,Elite,10000,8,4
2429,John Adewusi,37,Female,Edo,Reality,Live-Events,Decoder,9,208440,Premium,5000,9,5
2430,Hu Ajudua,41,Female,Kano,Drama,Live-Events,Tv-App,7,425018,Premium,5000,3,3
2431,Damian Fuwape,53,Female,Adamawa,Music,Live-Events,Decoder,7,284146,Basic,2500,3,2
2432,Isadora Adeniran,29,Female,Kaduna,Comedy,Live-Events,Mobile-App,4,507394,Elite,10000,11,2
2433,Hadassah Adeniran,30,Female,Ekiti,Music,TV-Shows,Tv-App,6,77852,Premium,5000,2,4
2434,Keith Oteh,63,Female,Ogun,Talk-Shows,TV-Shows,Mobile-App,1,597793,Premium,5000,4,2
2435,Madaline Akinde,73,Female,Taraba,Sports,TV-Shows,Tv-App,1,44380,Elite,10000,8,2
2436,Cade Onoja,25,Female,Akwa,Reality,TV-Shows,Tv-App,6,549067,Premium,5000,12,4
2437,Minerva Maikori,31,Female,Ebonyi,Talk-Shows,TV-Shows,Tv-App,0,219996,Elite,10000,6,4
2438,Melinda Umelo,48,Female,Cross,Drama,Live-Events,Tv-App,10,68130,Premium,5000,9,2
2439,Fiona Fuwape,57,Female,Oyo,Sports,Live-Events,Decoder,6,379263,Elite,10000,3,3
2440,Oprah Osakwe,28,Female,Gombe,Documentaries,Live-Events,Mobile-App,8,217585,Premium,5000,10,4
2441,Isabelle Olaoye,75,Female,Gombe,Reality,TV-Shows,Tv-App,4,469131,Premium,5000,8,2
2442,Xaviera Laouali,33,Female,Cross,Drama,TV-Shows,Tv-App,3,506177,Premium,5000,5,3
2443,Hilda Ogunode,32,Female,Ondo,Reality,TV-Shows,Tv-App,8,546732,Premium,5000,2,3
2444,Celeste Ofoedu,75,Female,Anambra,Reality,TV-Shows,Tv-App,9,345541,Premium,5000,2,1
2445,Heather Aremu,31,Female,Ebonyi,News,Live-Events,Tv-App,6,239492,Elite,10000,4,3
2446,Alexandra Ibekwe,48,Female,Ondo,Music,TV-Shows,Tv-App,7,476185,Premium,5000,7,4
2447,Forrest Adarabioyo,25,Female,Ebonyi,Documentaries,Live-Events,Browser,10,519712,Elite,10000,9,3
2448,Wylie Osakwe,73,Female,Ogun,Reality,TV-Shows,Browser,10,342990,Elite,10000,9,2
2449,Patrick Ajudua,71,Female,Jigawa,Talk-Shows,Live-Events,Tv-App,6,80580,Premium,5000,6,5
2450,Lilah Ujah,54,Female,Kwara,Documentaries,Live-Events,Tv-App,9,358416,Basic,2500,2,2
2451,Theodore Ogunode,36,Female,Niger,Action,TV-Shows,Tv-App,8,246322,Premium,5000,7,3
2452,Galena Ajudua,32,Female,Bauchi,Religion,TV-Shows,Mobile-App,6,361964,Elite,10000,5,3
2453,Leslie Gwarzo,33,Female,Kogi,Talk-Shows,TV-Shows,Mobile-App,10,91482,Elite,10000,9,1
2454,Wynne Onyeama,55,Female,Oyo,Talk-Shows,TV-Shows,Mobile-App,0,576034,Basic,2500,12,3
2455,Ignacia Ajudua,40,Female,Jigawa,Reality,Live-Events,Tv-App,9,389285,Premium,5000,8,4
2456,Noelani Nwakaeme,60,Female,Osun,News,Live-Events,Mobile-App,6,529946,Basic,2500,1,4
2457,Stone Oteh,36,Female,Ogun,Action,TV-Shows,Tv-App,2,323591,Premium,5000,9,2
2458,Holly Adejuyigbe,65,Female,Plateau,Drama,Live-Events,Tv-App,9,61626,Premium,5000,3,2
2459,Michael Aderemi,60,Female,Kano,Religion,TV-Shows,Tv-App,0,12431,Premium,5000,9,4
2460,Suki Aladefa,30,Female,Oyo,Talk-Shows,Live-Events,Decoder,3,479841,Premium,5000,5,5
2461,Kristen Sofoluwe,33,Female,Niger,Comedy,Live-Events,Tv-App,7,324827,Premium,5000,6,4
2462,Vivian Chibuzor,37,Female,Jigawa,Comedy,TV-Shows,Decoder,3,197141,Premium,5000,9,4
2463,McKenzie Adewumi,31,Female,River,Sports,TV-Shows,Browser,7,263631,Premium,5000,6,2
2464,Germane Abadaki,42,Female,Kano,Action,TV-Shows,Tv-App,4,174804,Elite,10000,2,3
2465,Griffin Ogedegbe,49,Female,Imo,News,Live-Events,Decoder,10,200079,Premium,5000,8,5
2466,Yael Ameobi,35,Female,Ogun,Sports,Live-Events,Decoder,5,247909,Elite,10000,9,2
2467,Chelsea Sofoluwe,47,Female,Plateau,News,TV-Shows,Tv-App,8,187137,Elite,10000,2,1
2468,Hedda Ogunode,75,Female,Edo,Comedy,Live-Events,Tv-App,8,117505,Basic,2500,9,1
2469,Reed Olaoye,69,Female,Niger,Reality,TV-Shows,Decoder,5,130353,Premium,5000,3,3
2470,Shay Maikori,52,Female,Sokoto,Comedy,Live-Events,Browser,7,285394,Premium,5000,3,2
2471,Jared Fuwape,26,Female,Benue,Documentaries,TV-Shows,Tv-App,7,276401,Elite,10000,2,3
2472,Cara Abagun,53,Female,Yobe,Sports,TV-Shows,Decoder,4,231926,Basic,2500,10,2
2473,Ray Ujah,75,Female,Yobe,Reality,TV-Shows,Browser,0,115497,Premium,5000,10,4
2474,Lysandra Buraimoh,34,Female,Yobe,Comedy,Live-Events,Mobile-App,11,380476,Basic,2500,1,1
2475,Moana Udoka,37,Female,Lagos,Talk-Shows,TV-Shows,Decoder,5,555228,Premium,5000,7,4
2476,Jessamine Adewumi,37,Female,Lagos,Comedy,Live-Events,Decoder,6,283368,Premium,5000,11,4
2477,Hilel Coker,62,Female,Osun,Comedy,TV-Shows,Decoder,5,412081,Elite,10000,7,2
2478,Blossom Olunloyo,66,Female,Ondo,Comedy,TV-Shows,Mobile-App,3,386739,Premium,5000,7,2
2479,Veda Olaoye,64,Female,Imo,Documentaries,TV-Shows,Mobile-App,8,246280,Premium,5000,12,5
2480,Oscar Olaoye,40,Female,Jigawa,Documentaries,Live-Events,Decoder,10,212383,Basic,2500,6,5
2481,Curran Daramola,50,Female,Kaduna,Reality,Live-Events,Browser,4,177417,Basic,2500,6,2
2482,Emma Adarabioyo,40,Female,Katsina,Documentaries,TV-Shows,Tv-App,6,228524,Premium,5000,6,3
2483,Chanda Abagun,21,Female,Bauchi,Reality,TV-Shows,Tv-App,4,22724,Premium,5000,9,3
2484,Emily Adekugbe,53,Female,Bayelsa,Drama,Live-Events,Browser,3,390934,Premium,5000,9,3
2485,Kato Buraimoh,48,Female,Taraba,Sports,Live-Events,Mobile-App,10,237971,Premium,5000,5,5
2486,Channing Adewusi,27,Female,Borno,Comedy,Live-Events,Tv-App,6,250645,Elite,10000,5,4
2487,Rashad Adekugbe,47,Female,Ekiti,Cartoons,TV-Shows,Browser,7,9120,Premium,5000,8,4
2488,Rachel Abadaki,30,Female,Plateau,Cartoons,TV-Shows,Tv-App,7,351116,Basic,2500,3,2
2489,Heather Chibuzor,46,Female,Akwa,Comedy,TV-Shows,Browser,4,171249,Basic,2500,8,4
2490,Acton Ameobi,45,Female,Anambra,Comedy,Live-Events,Mobile-App,2,592528,Premium,5000,4,5
2491,Imogene Sofoluwe,66,Female,Enugu,Talk-Shows,Live-Events,Mobile-App,3,364292,Elite,10000,10,3
2492,Murphy Daramola,27,Female,Kaduna,Comedy,Live-Events,Tv-App,9,441546,Basic,2500,3,2
2493,Pandora Laouali,25,Female,Anambra,Action,Live-Events,Browser,4,102431,Elite,10000,8,3
2494,Randall Okojie,74,Female,Nasarawa,Talk-Shows,Live-Events,Tv-App,1,421781,Basic,2500,7,3
2495,Natalie Adekugbe,64,Female,Enugu,Comedy,Live-Events,Tv-App,3,306677,Basic,2500,2,4
2496,Aaron Ihemeje,58,Female,Osun,News,Live-Events,Decoder,2,216597,Premium,5000,10,5
2497,Christian Nwakaeme,61,Female,River,Sports,Live-Events,Mobile-App,0,128375,Basic,2500,11,3
2498,Gareth Gwarzo,25,Female,Nasarawa,Comedy,TV-Shows,Tv-App,7,424984,Basic,2500,1,1
2499,Herman Aneke,21,Female,Jigawa,Action,TV-Shows,Decoder,8,251119,Premium,5000,5,1
2500,Dacey Chibuzor,19,Female,Kano,Comedy,Live-Events,Decoder,10,319013,Premium,5000,1,2
2501,Chaim Oteh,20,Female,Enugu,Talk-Shows,Live-Events,Tv-App,10,95328,Elite,10000,8,3
2502,Odysseus Aladefa,42,Female,Sokoto,Cartoons,TV-Shows,Mobile-App,6,270707,Premium,5000,7,2
2503,Nell Ayanbadejo,61,Female,Ebonyi,Comedy,Live-Events,Tv-App,8,375376,Elite,10000,1,2
2504,Yardley Bakare,37,Female,Gombe,Music,Live-Events,Mobile-App,2,80714,Elite,10000,11,5
2505,Rajah Anjorin,30,Female,Taraba,Cartoons,TV-Shows,Browser,9,114918,Premium,5000,10,3
2506,Xanthus Adejuyigbe,67,Female,Gombe,Comedy,TV-Shows,Mobile-App,11,538925,Elite,10000,10,5
2507,Imelda Sofoluwe,66,Female,Cross,Sports,Live-Events,Tv-App,4,384260,Premium,5000,10,1
2508,Aurelia Bakare,53,Female,Ebonyi,Sports,Live-Events,Browser,10,155781,Elite,10000,5,4
2509,Tobias Ibekwe,30,Female,Abia,Cartoons,TV-Shows,Tv-App,6,304127,Basic,2500,2,3
2510,Porter Oliha,51,Female,Kwara,Drama,TV-Shows,Browser,2,216674,Basic,2500,11,5
2511,Vernon Oliha,74,Female,Yobe,Reality,Live-Events,Decoder,1,391233,Elite,10000,4,2
2512,Jin Ogunode,36,Female,Cross,Action,TV-Shows,Tv-App,3,282918,Basic,2500,11,2
2513,Kennan Aremu,74,Female,Ibom,Action,TV-Shows,Browser,4,214433,Basic,2500,7,4
2514,Jesse Adejuyigbe,69,Female,Cross,Talk-Shows,TV-Shows,Tv-App,5,522317,Elite,10000,11,5
2515,Henry Chibuzor,60,Female,Akwa,Cartoons,Live-Events,Decoder,2,360739,Premium,5000,5,1
2516,Eleanor Onyeama,45,Female,Jigawa,Action,TV-Shows,Mobile-App,5,273272,Premium,5000,7,3
2517,Daria Coker,23,Female,Borno,Cartoons,Live-Events,Mobile-App,3,55334,Premium,5000,7,4
2518,Cheryl Akinde,46,Female,Kwara,Cartoons,Live-Events,Decoder,10,265234,Premium,5000,9,3
2519,Uriah Fuwape,33,Female,Oyo,Reality,Live-Events,Tv-App,6,264636,Elite,10000,4,1
2520,Zenaida Gwarzo,52,Female,Enugu,Action,Live-Events,Decoder,3,32675,Basic,2500,3,4
2521,Berk Adarabioyo,32,Female,Rivers,Comedy,Live-Events,Browser,5,22658,Basic,2500,9,1
2522,Raja Coker,69,Female,Delta,Music,TV-Shows,Tv-App,8,46394,Elite,10000,9,3
2523,Samuel Buraimoh,32,Female,Oyo,Reality,Live-Events,Tv-App,3,128260,Premium,5000,9,3
2524,Vanna Adeniran,20,Female,Ondo,News,TV-Shows,Tv-App,7,153314,Premium,5000,3,4
2525,Portia Ofoedu,29,Female,Abia,Documentaries,Live-Events,Tv-App,0,538735,Premium,5000,10,3
2526,Silas Chibuzor,24,Female,Rivers,News,TV-Shows,Decoder,6,124874,Basic,2500,11,4
2527,Renee Abagun,52,Female,Taraba,Drama,Live-Events,Decoder,3,354383,Premium,5000,4,2
2528,Myles Okojie,44,Female,Sokoto,Music,TV-Shows,Tv-App,4,157987,Elite,10000,11,3
2529,Orla Ogedegbe,60,Female,River,Documentaries,TV-Shows,Mobile-App,10,275876,Premium,5000,2,3
2530,Kyla Maikori,49,Female,Ibom,Cartoons,TV-Shows,Mobile-App,1,391381,Basic,2500,6,4
2531,Merrill Makinde,21,Female,Akwa,Drama,TV-Shows,Tv-App,11,46078,Premium,5000,11,3
2532,Brian Maikori,33,Female,River,Drama,TV-Shows,Tv-App,5,118722,Premium,5000,9,5
2533,Sharon Akinde,63,Female,Edo,Comedy,TV-Shows,Tv-App,1,452815,Basic,2500,7,5
2534,Slade Onoja,54,Female,Rivers,Cartoons,TV-Shows,Decoder,4,280877,Premium,5000,10,5
2535,Iona Olonisakin,32,Female,Benue,Documentaries,Live-Events,Tv-App,5,444573,Elite,10000,5,2
2536,Cadman Laouali,28,Female,Bauchi,Comedy,Live-Events,Browser,10,519583,Elite,10000,8,2
2537,Tashya Olonisakin,68,Female,Bauchi,Comedy,Live-Events,Browser,2,126786,Basic,2500,5,4
2538,Hope Aremu,58,Female,Edo,Music,Live-Events,Decoder,9,389357,Basic,2500,9,4
2539,Imogene Ihemeje,26,Female,Lagos,Music,Live-Events,Mobile-App,11,559202,Elite,10000,6,5
2540,Elliott Okojie,51,Female,Jigawa,Action,Live-Events,Tv-App,7,262180,Basic,2500,11,4
2541,Brock Ofoedu,35,Female,Sokoto,Documentaries,Live-Events,Tv-App,11,393358,Basic,2500,7,2
2542,Hope Adeniran,36,Female,Kebbi,Sports,Live-Events,Mobile-App,7,368074,Basic,2500,11,3
2543,Sybil Abadaki,71,Female,Abia,Comedy,Live-Events,Browser,9,282759,Premium,5000,6,3
2544,Julian Maikori,34,Female,Ogun,Music,TV-Shows,Browser,7,535365,Elite,10000,6,2
2545,Tad Ogunode,30,Female,Bauchi,Religion,TV-Shows,Mobile-App,4,109774,Elite,10000,6,4
2546,Carter Abadaki,46,Female,Ebonyi,Documentaries,Live-Events,Tv-App,8,521025,Basic,2500,9,3
2547,Rooney Abagun,66,Female,Cross,Drama,TV-Shows,Decoder,6,188231,Basic,2500,10,1
2548,Lysandra Adarabioyo,48,Female,Lagos,Religion,TV-Shows,Tv-App,6,556060,Premium,5000,6,3
2549,Driscoll Anjorin,30,Female,Katsina,Reality,Live-Events,Decoder,0,370301,Basic,2500,8,2
2550,Macon Abaribe,58,Female,Osun,Documentaries,Live-Events,Tv-App,5,71597,Premium,5000,8,4
2551,Veronica Makinde,55,Female,Oyo,Comedy,Live-Events,Tv-App,8,447459,Premium,5000,9,1
2552,Lee Aderemi,34,Female,Benue,Comedy,TV-Shows,Decoder,7,103312,Elite,10000,11,3
2553,Lysandra Ujah,20,Female,Ibom,News,Live-Events,Tv-App,0,112507,Premium,5000,7,1
2554,Ava Adarabioyo,62,Female,Kwara,Comedy,TV-Shows,Decoder,3,82835,Basic,2500,8,2
2555,Charissa Ujah,40,Female,Ogun,Comedy,TV-Shows,Browser,7,310562,Basic,2500,11,3
2556,Clare Aremu,32,Female,Anambra,Reality,TV-Shows,Tv-App,2,138741,Premium,5000,8,3
